datetime,00060_Mean,00060_Mean_cd,site_no
2011-01-19 00:00:00+00:00,9.26,"A, e",08328950
2011-01-20 00:00:00+00:00,9.5,"A, e",08328950
2011-01-21 00:00:00+00:00,9.87,"A, e",08328950
2011-01-22 00:00:00+00:00,9.5,"A, e",08328950
2011-01-23 00:00:00+00:00,9.99,"A, e",08328950
2011-01-24 00:00:00+00:00,9.01,"A, e",08328950
2011-01-25 00:00:00+00:00,5.24,"A, e",08328950
2011-01-26 00:00:00+00:00,4.02,"A, e",08328950
2011-01-27 00:00:00+00:00,3.74,"A, e",08328950
2011-01-28 00:00:00+00:00,3.89,"A, e",08328950
2011-01-29 00:00:00+00:00,4.47,"A, e",08328950
2011-01-30 00:00:00+00:00,6.06,"A, e",08328950
2011-01-31 00:00:00+00:00,9.75,"A, e",08328950
2011-02-01 00:00:00+00:00,6.78,"A, e",08328950
2011-02-02 00:00:00+00:00,3.74,"A, e",08328950
2011-02-03 00:00:00+00:00,11.5,"A, e",08328950
2011-02-04 00:00:00+00:00,10.9,"A, e",08328950
2011-02-05 00:00:00+00:00,9.97,"A, e",08328950
2011-02-06 00:00:00+00:00,6.93,"A, e",08328950
2011-02-07 00:00:00+00:00,10.8,"A, e",08328950
2011-02-08 00:00:00+00:00,11.8,"A, e",08328950
2011-02-09 00:00:00+00:00,11.1,"A, e",08328950
2011-02-10 00:00:00+00:00,13.1,"A, e",08328950
2011-02-11 00:00:00+00:00,18.8,"A, e",08328950
2011-02-12 00:00:00+00:00,20.9,"A, e",08328950
2011-02-13 00:00:00+00:00,23.2,"A, e",08328950
2011-02-14 00:00:00+00:00,18.5,"A, e",08328950
2011-02-15 00:00:00+00:00,17.7,"A, e",08328950
2011-02-16 00:00:00+00:00,22.4,A,08328950
2011-02-17 00:00:00+00:00,21.3,A,08328950
2011-02-18 00:00:00+00:00,24.2,A,08328950
2011-02-19 00:00:00+00:00,24.3,A,08328950
2011-02-20 00:00:00+00:00,27.5,A,08328950
